Sentence,Sentiment,cleaned_text,encoded_sentiment,stematized_text,lemmatized_text
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,negative,finnair said that the cancellation of flights would cause daily losses of  xac  million us  million ,0,finnair said that the cancel of flight would caus daili loss of xac million us million,finnair said that the cancellation of flight would cause daily loss of xac million u million
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",positive,the australian company mirabela nickel has awarded outokumpu technology a contract for grinding technology for its nickel sulfide project in bahia state  brazil ,1,the australian compani mirabela nickel ha award outokumpu technolog a contract for grind technolog for it nickel sulfid project in bahia state brazil,the australian company mirabela nickel ha awarded outokumpu technology a contract for grinding technology for it nickel sulfide project in bahia state brazil
"Standard Chartered, RBS Escape Capital Raising in Stress Test",positive,standard chartered rbs escape capital raising in stress test,1,standard charter rb escap capit rais in stress test,standard chartered rb escape capital raising in stress test
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",negative,operating profits in the half were   m  down from   m as glisten invested in the brand and the management team ,0,oper profit in the half were m down from m as glisten invest in the brand and the manag team,operating profit in the half were m down from m a glisten invested in the brand and the management team
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",negative, adpnews   feb     finlandbased steel maker rautaruukki oyj  hel  rtrks   or ruukki  said today it slipped to a largerthanexpected pretax loss of eur  million  usd  m  in the fourth quarter of  from a,0,adpnew feb finlandbas steel maker rautaruukki oyj hel rtrk or ruukki said today it slip to a largerthanexpect pretax loss of eur million usd m in the fourth quarter of from a,adpnews feb finlandbased steel maker rautaruukki oyj hel rtrks or ruukki said today it slipped to a largerthanexpected pretax loss of eur million usd m in the fourth quarter of from a
The company expects its net sales in 2008 to increase 5-10 % from 2007 .,positive,the company expects its net sales in  to increase   from  ,1,the compani expect it net sale in to increas from,the company expects it net sale in to increase from
"`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .",positive, the margarine business has been put into good shape in the last two years  making it a natural addition to bunge  which is looking to leverage its position in the central and northern european markets   raisio ceo matti rihko said in a statement ,1,the margarin busi ha been put into good shape in the last two year make it a natur addit to bung which is look to leverag it posit in the central and northern european market raisio ceo matti rihko said in a statement,the margarine business ha been put into good shape in the last two year making it a natural addition to bunge which is looking to leverage it position in the central and northern european market raisio ceo matti rihko said in a statement
"The most loyal customers were found in the Bank of +àland , with an index of 8.0 .",positive,the most loyal customers were found in the bank of àland  with an index of  ,1,the most loyal custom were found in the bank of àland with an index of,the most loyal customer were found in the bank of àland with an index of
Tesco breaks its downward slide by cutting sales decline in half,positive,tesco breaks its downward slide by cutting sales decline in half,1,tesco break it downward slide by cut sale declin in half,tesco break it downward slide by cutting sale decline in half
long $AAPL,positive,long aapl,1,long aapl,long aapl
"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",positive,finnish it consultancy satama interactive oyj posted a net profit of  mln euro   mln for the first nine months of   compared to a net loss of  euro   for the same period of  ,1,finnish it consult satama interact oyj post a net profit of mln euro mln for the first nine month of compar to a net loss of euro for the same period of,finnish it consultancy satama interactive oyj posted a net profit of mln euro mln for the first nine month of compared to a net loss of euro for the same period of
Tesco PLC's Recovery Continues With A Â£250m Cash Infusion,positive,tesco plcs recovery continues with a âm cash infusion,1,tesco plc recoveri continu with a âm cash infus,tesco plcs recovery continues with a âm cash infusion
Is Trouble Brewing At Legal & General Group Plc And Aviva plc?,negative,is trouble brewing at legal  general group plc and aviva plc,0,is troubl brew at legal gener group plc and aviva plc,is trouble brewing at legal general group plc and aviva plc
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",negative,operating profit totaled eur  mn  down from eur  mn in the corresponding period in  ,0,oper profit total eur mn down from eur mn in the correspond period in,operating profit totaled eur mn down from eur mn in the corresponding period in
